source_genesymbol	target_genesymbol	regulation	source
KLF2	RELN	1	SIGNOR
KLF2	THBD	1	dorothea
KLF3	KLF8	-1	SIGNOR
KLF4	ATF3	1	dorothea
KLF4	BIRC5	-1	dorothea
KLF4	CCND1	1	dorothea
KLF4	CDH1	1	dorothea
KLF4	CDKN1A	1	dorothea
KLF4	GPA33	1	dorothea
KLF4	LAMA3	1	dorothea
KLF4	MEIS2	1	SIGNOR
KLF4	NANOG	1	dorothea
KLF4	PBX1	1	SIGNOR
KLF4	PFKP	1	dorothea
KLF4	RARA	-1	dorothea
KLF4	SRF	-1	SIGNOR
KLF4	THBD	1	dorothea
KLF4	VDR	-1	dorothea
KLF5	BIRC5	1	dorothea
KLF5	FASN	1	dorothea
KLF5	FGFBP1	1	dorothea
KLF5	NOTCH1	1	dorothea
KLF6	ATF3	1	both
KLF6	DAPK2	1	dorothea
KLF6	LTC4S	1	dorothea
KLF6	MMP9	-1	dorothea
KLF6	NOS2	1	dorothea
KLF8	CTBP2	1	SIGNOR
KLF8	HBB	-1	SIGNOR
KLF9	SIN3A	1	SIGNOR
LARP7	HEXIM1	-1	SIGNOR
LBX1	SNAI1	1	SIGNOR
LBX1	ZEB1	1	SIGNOR
LEF1	ALX4	1	SIGNOR
LEF1	BIRC5	1	dorothea
LEF1	CCND1	1	dorothea
LEF1	CD1D	-1	dorothea
LEF1	CDX1	1	dorothea
LEF1	CLDN2	1	dorothea
LEF1	DCT	1	dorothea
LEF1	DSP	-1	dorothea
LEF1	ELANE	1	dorothea
LEF1	FST	1	SIGNOR
LEF1	MITF	1	dorothea
LEF1	MMP7	1	dorothea
LEF1	MYC	1	dorothea
LEF1	MYCBP	1	dorothea
LEF1	NRCAM	1	dorothea
LEF1	TBXT	1	dorothea
LHX1	OTX2	1	SIGNOR
LHX2	CGA	1	SIGNOR
LHX2	MSX1	-1	SIGNOR
LHX3	CGA	1	SIGNOR
LHX3	FSHB	1	dorothea
LHX3	ISL1	1	SIGNOR
LHX3	ISL2	1	SIGNOR
LHX4	POU1F1	1	both
LMX1A	CUX2	1	SIGNOR
LYL1	ERG	1	dorothea
MAF	ETS1	-1	SIGNOR
MAF	IL4	1	dorothea
MAF	ITGB7	1	dorothea
MAF	LALBA	1	dorothea
MAF	MMP13	1	dorothea
MAF	MYB	-1	SIGNOR
MAX	MAD1L1	1	SIGNOR
MAX	MGA	1	SIGNOR
MAX	MNT	1	SIGNOR
MAX	MXD3	1	SIGNOR
MAX	MXD4	-1	SIGNOR
MAX	MXI1	1	SIGNOR
MAX	MYC	1	SIGNOR
MAX	NPRL3	-1	dorothea
MAX	ODC1	1	dorothea
MAX	SERF2	1	dorothea
MAZ	MMP1	1	dorothea
MBD1	SETDB1	-1	dorothea
MECP2	BDNF	-1	SIGNOR
MECP2	CREB1	1	SIGNOR
MECP2	CRH	-1	SIGNOR
MECP2	DLL1	-1	SIGNOR
MECP2	DNMT1	1	SIGNOR
MECP2	FKBP5	-1	SIGNOR
MECP2	GAMT	1	SIGNOR
MECP2	GPRIN1	1	SIGNOR
MECP2	GRIA2	-1	SIGNOR
MECP2	GRIN2B	-1	SIGNOR
MECP2	MET	-1	SIGNOR
MECP2	NOTCH1	-1	SIGNOR
MECP2	OPRK1	1	SIGNOR
MECP2	PTPN1	-1	SIGNOR
MECP2	RBFOX1	-1	SIGNOR
MECP2	SGK1	-1	SIGNOR
MECP2	SST	1	SIGNOR
MEF2A	JUN	1	dorothea
MEF2A	MYF6	1	SIGNOR
MEF2A	MYH1	1	SIGNOR
MEF2A	MYH10	1	SIGNOR
MEF2A	MYH2	1	SIGNOR
MEF2A	MYOD1	1	SIGNOR
MEF2A	SLC2A4	1	dorothea
MEF2A	SOST	-1	dorothea
MEF2C	CPT1B	1	dorothea
MEF2C	CTNNA3	1	SIGNOR
MEF2C	JUN	1	dorothea
MEF2C	MYF6	1	SIGNOR
MEF2C	MYH1	1	SIGNOR
MEF2C	MYH10	1	SIGNOR
MEF2C	MYH2	1	SIGNOR
MEF2C	MYOD1	1	SIGNOR
MEF2C	NR4A1	-1	dorothea
MEF2C	SOST	-1	dorothea
MEF2D	ATF3	1	dorothea
MEF2D	DES	1	SIGNOR
MEF2D	JUN	1	dorothea
MEF2D	MYF6	1	SIGNOR
MEF2D	MYH1	1	SIGNOR
MEF2D	MYH10	1	SIGNOR
MEF2D	MYH2	1	SIGNOR
MEF2D	SOST	-1	dorothea
MEIS2	CDH1	1	SIGNOR
MEIS2	CDKN2A	1	SIGNOR
MET	GAB1	1	SIGNOR
MET	GLMN	-1	SIGNOR
MET	GRAP	1	SIGNOR
MET	GRB2	1	SIGNOR
MET	PTK2	1	SIGNOR
MET	RANBP9	1	SIGNOR
MINK1	KCNH2	1	SIGNOR
MINK1	PRICKLE1	1	SIGNOR
MITF	ACP5	1	dorothea
MITF	APEX1	1	dorothea
MITF	BCL2	1	both
MITF	BCL2A1	-1	dorothea
MITF	BEST1	1	dorothea
MITF	BIRC7	1	dorothea
MITF	CDK2	1	dorothea
MITF	CDKN2A	-1	dorothea
MITF	CLCN7	1	dorothea
MITF	CTSK	1	dorothea
MITF	DCT	1	dorothea
MITF	DIAPH1	1	dorothea
MITF	FOS	1	dorothea
MITF	GPNMB	1	dorothea
MITF	GPR143	1	dorothea
MITF	HIF1A	1	dorothea
MITF	KIT	1	dorothea
MITF	MET	1	dorothea
MITF	MLANA	1	dorothea
MITF	OCA2	1	dorothea
MITF	PMEL	1	dorothea
MITF	PPARGC1A	1	dorothea
MITF	RAB27A	1	dorothea
MITF	SERPINF1	1	dorothea
MITF	SNAI2	1	dorothea
MITF	TPSAB1	1	SIGNOR
MITF	TRPM1	1	dorothea
MITF	TYR	1	dorothea
MITF	TYRP1	1	dorothea
MKX	RUNX2	1	SIGNOR
MKX	SCX	1	SIGNOR
MKX	SOX5	1	SIGNOR
MSC	IL10	1	dorothea
MSC	MMP2	1	dorothea
MSC	TCF3	-1	SIGNOR
MSX1	DLX2	-1	SIGNOR
MSX1	DLX5	-1	SIGNOR
MSX1	LHX2	-1	SIGNOR
MSX1	TBP	-1	SIGNOR
MSX2	DLX5	-1	SIGNOR
MSX2	SPEN	1	SIGNOR
MXI1	CCNB1	-1	SIGNOR
MYB	BCL2	1	dorothea
MYB	CCNA1	1	dorothea
MYB	CD4	-1	dorothea
MYB	COL1A1	1	dorothea
MYB	CTSG	1	dorothea
MYB	GSTM1	1	both
MYB	KLF1	1	dorothea
MYB	LCK	1	dorothea
MYB	LMO2	1	dorothea
MYB	MAT2A	1	dorothea
MYB	MYC	1	dorothea
MYB	SP3	1	dorothea
MYB	TK1	1	dorothea
MYC	AIMP2	1	dorothea
MYC	ALDH9A1	-1	dorothea
MYC	APEX1	1	dorothea
MYC	ASS1	1	dorothea
MYC	BCL2	1	dorothea
MYC	BRCA1	1	dorothea
MYC	BRD4	-1	SIGNOR
MYC	BRD7	-1	dorothea
MYC	CAD	1	dorothea
MYC	CBX3	1	dorothea
MYC	CCNA2	1	dorothea
MYC	CCNB1	1	dorothea
MYC	CCND1	-1	both
MYC	CCND2	1	both
MYC	CCNE1	1	dorothea
MYC	CCT5	1	dorothea
MYC	CDC25A	1	both
MYC	CDC25C	1	dorothea
MYC	CDK4	1	both
MYC	CDK6	1	dorothea
MYC	CDKN1A	-1	both
MYC	CDKN2A	-1	SIGNOR
MYC	CDKN2B	-1	dorothea
MYC	CEBPA	-1	dorothea
MYC	CFLAR	-1	dorothea
MYC	CKS2	1	dorothea
MYC	CSDE1	-1	dorothea
MYC	CUL1	1	SIGNOR
MYC	CXCR4	1	dorothea
MYC	DDX18	1	dorothea
MYC	DDX5	1	dorothea
MYC	DHODH	1	SIGNOR
MYC	DLEU1	-1	dorothea
MYC	DNMT3A	1	SIGNOR
MYC	DPY30	1	dorothea
MYC	DUSP1	-1	dorothea
MYC	EIF3C	1	dorothea
MYC	EIF4B	1	dorothea
MYC	EIF4E	1	dorothea
MYC	ENO1	1	both
MYC	EXOSC8	1	dorothea
MYC	FASLG	1	dorothea
MYC	FASN	1	dorothea
MYC	FOXM1	1	dorothea
MYC	GADD45A	-1	dorothea
MYC	GNL3	1	dorothea
MYC	GTF2H2	-1	dorothea
MYC	H2AZ1	1	dorothea
MYC	HDAC2	1	dorothea
MYC	HECTD4	-1	SIGNOR
MYC	HERC5	1	dorothea
MYC	HK2	1	SIGNOR
MYC	HLA-F	1	dorothea
MYC	HMGN2	1	dorothea
MYC	HNRNPA1	1	dorothea
MYC	HNRNPA2B1	1	dorothea
MYC	HSP90AA2P	1	dorothea
MYC	HSPA4	1	dorothea
MYC	HSPA8	1	dorothea
MYC	HSPA9	1	dorothea
MYC	HSPD1	1	dorothea
MYC	HSPE1	1	dorothea
MYC	IMPDH1	1	SIGNOR
MYC	IMPDH2	1	SIGNOR
MYC	JUNB	-1	dorothea
MYC	LAMP1	-1	dorothea
MYC	LDHA	1	dorothea
MYC	LDHB	1	dorothea
MYC	LTA4H	1	dorothea
MYC	METTL1	1	dorothea
MYC	MGST1	1	dorothea
MYC	MNT	1	dorothea
MYC	MSH2	1	dorothea
MYC	MSN	-1	dorothea
MYC	MST1	-1	dorothea
MYC	MTHFD1	1	dorothea
MYC	MYCBP2	-1	SIGNOR
MYC	MYCT1	1	SIGNOR
MYC	NAP1L1	1	dorothea
MYC	NCL	1	dorothea
MYC	NDRG1	-1	dorothea
MYC	NME1	1	dorothea
MYC	NME2	1	dorothea
MYC	NOL7	1	dorothea
MYC	NOP56	1	dorothea
MYC	NPM1	1	dorothea
MYC	NUP155	1	dorothea
MYC	ODC1	1	dorothea
MYC	PCNA	1	dorothea
MYC	PFKM	1	SIGNOR
MYC	PHB	1	dorothea
MYC	PMAIP1	1	dorothea
MYC	POLE3	1	dorothea
MYC	PPAT	1	both
MYC	PPID	1	dorothea
MYC	PPIF	1	dorothea
MYC	PRDX3	1	dorothea
MYC	PRPS2	1	SIGNOR
MYC	PSMG1	1	dorothea
MYC	PTPA	-1	dorothea
MYC	RARB	-1	dorothea
MYC	RCC1	1	dorothea
MYC	RFC2	1	dorothea
MYC	RPL10	1	dorothea
MYC	RPL13	1	dorothea
MYC	RPL19	1	dorothea
MYC	RPL22	1	dorothea
MYC	RPL23	1	dorothea
MYC	RPL26	1	dorothea
MYC	RPL27	1	dorothea
MYC	RPL3	1	dorothea
MYC	RPL32	1	dorothea
MYC	RPL6	1	dorothea
MYC	RPS15A	1	dorothea
MYC	RPS16	1	dorothea
MYC	RPS19	1	dorothea
MYC	RPS20	1	dorothea
MYC	SCARB1	1	dorothea
MYC	SHMT1	1	both
MYC	SHMT2	1	SIGNOR
MYC	SLC25A3	1	dorothea
MYC	SLC2A1	1	both
MYC	SMAD3	-1	SIGNOR
MYC	SMN2	1	dorothea
MYC	SNRPB	1	dorothea
MYC	SNRPD3	1	dorothea
MYC	SRM	1	dorothea
MYC	SRSF1	1	dorothea
MYC	ST3GAL1	1	dorothea
MYC	TERT	1	dorothea
MYC	TFAP4	1	dorothea
MYC	TFRC	1	dorothea
MYC	THBS1	-1	dorothea
MYC	THRAP3	1	dorothea
MYC	TRAP1	1	dorothea
MYC	TYMS	1	both
MYC	UBE2C	1	dorothea
MYC	UXT	1	dorothea
MYC	VEGFA	1	dorothea
MYC	WRN	1	dorothea
MYC	YBX3	1	dorothea
MYC	ZFP36L1	-1	dorothea
MYCN	CTSD	1	dorothea
MYCN	MCM2	1	dorothea
MYCN	MCM3	1	dorothea
MYCN	MCM4	1	dorothea
MYCN	MCM5	1	dorothea
MYCN	MCM6	1	dorothea
MYCN	MCM7	1	dorothea
MYCN	MCM8	1	dorothea
MYCN	MXI1	-1	dorothea
MYCN	NDRG1	1	dorothea
MYCN	NES	1	dorothea
MYCN	TP53	1	dorothea
MYF5	DES	1	SIGNOR
MYF6	DES	1	SIGNOR
MYOD1	ACTC1	1	dorothea
MYOD1	CCND3	1	SIGNOR
MYOD1	CDKN1A	-1	SIGNOR
MYOD1	DES	-1	both
MYOD1	ITGA7	1	SIGNOR
MYOD1	MYOG	1	SIGNOR
MYOD1	PJA1	1	SIGNOR
MYOD1	RB1	1	SIGNOR
MYOD1	SMARCA4	1	SIGNOR
MYOD1	SMARCD3	1	SIGNOR
MYOD1	SP1	-1	SIGNOR
MYOD1	VEGFA	1	SIGNOR
MYOG	CDKN1A	-1	SIGNOR
MYOG	FBXO32	-1	SIGNOR
MYOG	ITGA7	1	SIGNOR
MYOG	MYF6	1	SIGNOR
MYT1	YAP1	-1	SIGNOR
MYT1L	HES1	-1	SIGNOR
MYT1L	SIN3B	1	SIGNOR
MYT1L	YAP1	-1	SIGNOR
MZF1	PRKCA	1	SIGNOR
MZF1	TERT	-1	dorothea
NANOG	CDC25A	-1	dorothea
NANOG	CDK6	-1	dorothea
NANOG	CDX2	-1	dorothea
NANOG	DNMT1	1	SIGNOR
NANOG	GATA4	-1	dorothea
NANOG	KDR	1	dorothea
NANOG	L1TD1	1	dorothea
NANOG	LAMB1	-1	dorothea
NANOG	POU5F1	1	dorothea
NCOA1	ASXL1	1	SIGNOR
NCOA1	ESR1	1	SIGNOR
NCOA1	STAT5A	1	SIGNOR
NCOA1	STAT5B	1	SIGNOR
NCOA2	AR	1	SIGNOR
NCOA2	NR3C1	1	SIGNOR
NCOA2	PPARG	1	SIGNOR
NCOA2	RARA	1	SIGNOR
NCOA2	RXRA	1	SIGNOR
NCOA3	BCL2	1	dorothea
NCOR1	BCL6	1	SIGNOR
NCOR1	PPARG	-1	SIGNOR
NCOR2	AR	-1	SIGNOR
NCOR2	BCL6	1	SIGNOR
NCOR2	BHLHE41	1	SIGNOR
NCOR2	PGR	-1	SIGNOR
NCOR2	PPARG	-1	SIGNOR
NCOR2	SNW1	1	SIGNOR
NCOR2	SPEN	1	SIGNOR
NEUROG1	NEUROD2	1	SIGNOR
NFATC1	GPC6	1	SIGNOR
NFATC1	ICAM1	1	dorothea
NFATC1	IL2	1	dorothea
NFATC1	IL4	1	SIGNOR
NFATC1	IL5	1	dorothea
NFATC1	IL6	1	SIGNOR
NFATC1	PLAUR	1	SIGNOR
NFATC1	PTGS2	1	SIGNOR
NFATC2	FST	1	SIGNOR
NFATC2	GPC6	1	SIGNOR
NFATC2	IL2	1	dorothea
NFATC2	IL6	1	SIGNOR
NFATC2	MEF2A	1	SIGNOR
NFATC2	MEF2D	1	SIGNOR
NFATC2	PTGS2	1	SIGNOR
NFATC3	GPC6	1	SIGNOR
NFATC3	IL6	1	SIGNOR
NFATC3	PTGS2	1	SIGNOR
NFATC4	GPC6	1	SIGNOR
NFATC4	PTGS2	1	SIGNOR
NFE2L2	CAT	1	SIGNOR
NFE2L2	GCLC	1	both
NFE2L2	GSTA1	1	both
NFE2L2	HMOX1	1	both
NFE2L2	MTHFR	1	dorothea
NFE2L2	NQO1	1	both
NFE2L2	PXDN	1	SIGNOR
NFE2L2	SOD1	1	SIGNOR
NFE2L2	SOD2	1	SIGNOR
NFE2L2	TBXAS1	1	SIGNOR
NFIA	CDKN1A	-1	dorothea
NFIA	MYOD1	1	SIGNOR
NFIA	MYOG	1	SIGNOR
NFIB	NFIC	-1	SIGNOR
NFIB	NFIX	-1	SIGNOR
NFIC	C4BPB	1	dorothea
NFIC	CYP17A1	1	dorothea
NFIC	CYP1A1	-1	dorothea
NFIC	HMGB1	1	dorothea
NFIC	ITGA5	-1	dorothea
NFIC	MATN1	-1	dorothea
NFIC	PROC	1	dorothea
NFIC	SLC34A2	1	dorothea
NFIC	SMUG1	1	dorothea
NFIC	TFAP2A	1	dorothea
NFIL3	IL1B	-1	dorothea
NFIL3	IL3	1	SIGNOR
NFKB1	ABCB1	1	dorothea
NFKB1	ADORA1	1	dorothea
NFKB1	AGER	1	dorothea
NFKB1	AKT1	-1	dorothea
NFKB1	AMH	1	dorothea
NFKB1	AR	-1	dorothea
NFKB1	B2M	1	dorothea
NFKB1	BCL2	1	dorothea
NFKB1	BCL2A1	1	dorothea
NFKB1	BCL2L1	1	dorothea
NFKB1	BCL3	1	dorothea
NFKB1	BIRC2	1	dorothea
NFKB1	BIRC3	1	dorothea
NFKB1	BIRC5	1	dorothea
NFKB1	BMP4	-1	SIGNOR
NFKB1	BRCA2	1	dorothea
NFKB1	CCL11	1	dorothea
NFKB1	CCL2	1	dorothea
NFKB1	CCL22	1	dorothea
NFKB1	CCL3	1	dorothea
NFKB1	CCL5	1	dorothea
NFKB1	CCND1	1	dorothea
NFKB1	CCND2	1	dorothea
NFKB1	CCR7	1	dorothea
NFKB1	CD40	1	dorothea
NFKB1	CD40LG	1	dorothea
NFKB1	CD58	1	dorothea
NFKB1	CD80	1	dorothea
NFKB1	CD83	1	dorothea
NFKB1	CD86	1	dorothea
NFKB1	CDK4	1	dorothea
NFKB1	CFLAR	1	dorothea
NFKB1	CFTR	1	dorothea
NFKB1	COL1A1	-1	dorothea
NFKB1	COL1A2	-1	dorothea
NFKB1	CRP	1	dorothea
NFKB1	CSF1	1	dorothea
NFKB1	CSF2	1	dorothea
NFKB1	CSNK2A1	1	dorothea
NFKB1	CTCF	-1	dorothea
NFKB1	CTSB	1	dorothea
NFKB1	CXCL1	1	dorothea
NFKB1	CXCL10	1	dorothea
NFKB1	CXCL3	1	dorothea
NFKB1	CXCL8	1	dorothea
NFKB1	CYP19A1	-1	dorothea
NFKB1	EBI3	1	dorothea
NFKB1	EGFR	1	dorothea
NFKB1	ELF3	1	dorothea
NFKB1	F3	1	dorothea
NFKB1	FAS	1	dorothea
NFKB1	FASLG	1	dorothea
NFKB1	FBP1	1	dorothea
NFKB1	FN1	-1	dorothea
NFKB1	GATA3	1	dorothea
NFKB1	GSTP1	1	dorothea
NFKB1	HMOX1	1	dorothea
NFKB1	HSD11B2	1	dorothea
NFKB1	ICAM1	1	dorothea
NFKB1	IFNA1	1	dorothea
NFKB1	IFNB1	1	dorothea
NFKB1	IFNG	1	dorothea
NFKB1	IL10	1	dorothea
NFKB1	IL12A	1	dorothea
NFKB1	IL12B	1	dorothea
NFKB1	IL17C	1	dorothea
NFKB1	IL18	1	dorothea
NFKB1	IL1A	-1	dorothea
NFKB1	IL1B	1	dorothea
NFKB1	IL1RN	1	dorothea
NFKB1	IL2	1	dorothea
NFKB1	IL23A	1	dorothea
NFKB1	IL2RA	1	dorothea
NFKB1	IL6	1	dorothea
NFKB1	IRF1	1	dorothea
NFKB1	IRF4	1	dorothea
NFKB1	IRF7	1	dorothea
NFKB1	JUNB	1	dorothea
NFKB1	KLK3	1	both
NFKB1	LPL	1	dorothea
NFKB1	MAP3K8	-1	SIGNOR
NFKB1	MAT2A	1	dorothea
NFKB1	MMP13	1	dorothea
NFKB1	MMP14	1	dorothea
NFKB1	MMP2	1	dorothea
NFKB1	MMP9	1	dorothea
NFKB1	MYC	1	dorothea
NFKB1	NFKBIA	1	dorothea
NFKB1	NOD2	1	dorothea
NFKB1	NOLC1	1	dorothea
NFKB1	NOS1	1	dorothea
NFKB1	NOS2	1	dorothea
NFKB1	NOS3	1	dorothea
NFKB1	PDGFB	1	dorothea
NFKB1	PLAU	1	dorothea
NFKB1	PLAUR	1	dorothea
NFKB1	PTAFR	1	dorothea
NFKB1	PTGS2	1	dorothea
NFKB1	PTHLH	1	dorothea
NFKB1	RELA	1	SIGNOR
NFKB1	RIPK2	1	dorothea
NFKB1	SAA2	1	dorothea
NFKB1	SELE	1	dorothea
NFKB1	SERPINA3	-1	dorothea
NFKB1	SERPINB1	1	dorothea
NFKB1	SERPINE1	1	dorothea
NFKB1	SOD2	1	dorothea
NFKB1	TBX21	1	dorothea
NFKB1	TFF3	1	dorothea
NFKB1	TFPI2	1	dorothea
NFKB1	THBD	-1	dorothea
NFKB1	TIMP1	-1	dorothea
NFKB1	TLR2	1	dorothea
NFKB1	TNF	1	dorothea
NFKB1	TNFAIP3	1	dorothea
NFKB1	TNFRSF10B	1	dorothea
NFKB1	TNFSF10	1	dorothea
NFKB1	TRAF1	1	dorothea
NFKB1	TRAF2	1	dorothea
NFKB1	VCAM1	1	dorothea
NFKB1	VEGFA	1	dorothea
NFKB1	VEGFD	1	dorothea
NFKB1	VIM	1	dorothea
NFKB1	XIAP	1	dorothea
NFKB2	CCL21	1	dorothea
NFKB2	CCND2	1	dorothea
NFKB2	CDK6	1	dorothea
NFKB2	CXCL8	1	dorothea
NFKB2	RELB	1	SIGNOR
NFKB2	SELP	1	dorothea
NFKB2	SND1	1	dorothea
NFX1	HLA-DRA	-1	SIGNOR
NFX1	PABPC1	1	SIGNOR
NFX1	SIN3A	1	SIGNOR
NFX1	TERT	-1	SIGNOR
NFYA	ACTB	1	dorothea
NFYA	FDPS	1	dorothea
NFYA	FXR2	1	dorothea
NFYA	SP1	1	SIGNOR
NFYA	SP3	1	dorothea
NFYB	ACTB	1	dorothea
NFYB	FXR2	1	dorothea
NKRF	IFNB1	-1	SIGNOR
NKX2-1	SFTPB	1	dorothea
NKX2-1	TPO	1	SIGNOR
NKX2-3	MADCAM1	1	SIGNOR
NKX2-5	GATA4	1	dorothea
NKX3-1	AR	-1	SIGNOR
NKX3-1	HDAC1	-1	SIGNOR
NKX6-3	GKN1	1	SIGNOR
NPAS1	TH	-1	SIGNOR
NR0B1	NR1H4	-1	dorothea
NR0B2	AR	-1	SIGNOR
NR0B2	CEBPA	-1	SIGNOR
NR0B2	ESR1	-1	SIGNOR
NR0B2	NR1I2	-1	SIGNOR
NR0B2	NR1I3	-1	SIGNOR
NR0B2	NR5A2	-1	SIGNOR
NR0B2	PPARA	1	SIGNOR
NR1D1	ARNTL	-1	dorothea
NR1H2	ABCA1	1	dorothea
NR1H2	ABCG1	1	dorothea
NR1H2	BHLHE40	1	dorothea
NR1H2	SREBF1	1	dorothea
NR1H3	ABCA1	1	dorothea
NR1H3	ABCG1	1	dorothea
NR1H3	APOE	1	dorothea
NR1H3	BHLHE40	1	dorothea
NR1H3	SREBF1	1	dorothea
NR1H4	ABCB4	1	dorothea
NR1H4	ABCC4	-1	dorothea
NR1H4	FABP6	1	dorothea
NR1H4	NR1I2	1	dorothea
NR1H4	UGT2B4	-1	dorothea
NR1I2	CYP3A4	1	dorothea
NR1I2	RXRA	1	SIGNOR
NR1I3	RXRA	1	SIGNOR
NR1I3	UGT1A1	1	dorothea
NR2C2	LHCGR	1	SIGNOR
NR2E1	PAX2	-1	dorothea
NR2E1	PLCE1	-1	dorothea
NR2E1	PTEN	-1	dorothea
NR2E3	ESR1	1	SIGNOR
NR2E3	NR1D1	1	SIGNOR
NR2F1	AGT	-1	dorothea
NR2F1	APOA2	-1	dorothea
NR2F1	APOC3	-1	dorothea
NR2F1	CYP19A1	-1	dorothea
NR2F1	EPO	-1	dorothea
NR2F1	LHCGR	-1	both
NR2F1	PCDH19	1	SIGNOR
NR2F1	RXRA	1	SIGNOR
NR2F2	APOA1	-1	dorothea
NR2F2	APOA2	-1	dorothea
NR2F2	HNF4A	-1	dorothea
NR2F2	MYOD1	-1	SIGNOR
NR2F2	NR2F1	1	SIGNOR
NR2F2	POU5F1	-1	dorothea
NR2F2	RXRA	1	SIGNOR
NR2F6	LHCGR	-1	both
NR3C1	AR	-1	SIGNOR
NR3C1	ATF2	-1	dorothea
NR3C1	ATP1B1	-1	both
NR3C1	BGLAP	-1	dorothea
NR3C1	CALD1	1	dorothea
NR3C1	CAV1	1	SIGNOR
NR3C1	CDK6	-1	dorothea
NR3C1	CEBPA	1	SIGNOR
NR3C1	CEBPB	1	SIGNOR
NR3C1	CEBPD	1	SIGNOR
NR3C1	DUSP1	1	SIGNOR
NR3C1	ETS1	-1	dorothea
NR3C1	FOXO3	1	both
NR3C1	G6PC1	1	SIGNOR
NR3C1	HDAC1	1	SIGNOR
NR3C1	HNF4A	1	SIGNOR
NR3C1	IRAK3	1	SIGNOR
NR3C1	JUN	-1	SIGNOR
NR3C1	KLF5	1	SIGNOR
NR3C1	KLF9	1	SIGNOR
NR3C1	LCK	1	SIGNOR
NR3C1	NCOA1	1	SIGNOR
NR3C1	NFKB1	-1	SIGNOR
NR3C1	STAT5A	1	SIGNOR
NR3C2	ATP1B1	-1	dorothea
NR4A1	E2F1	1	dorothea
NR4A1	HSD3B2	1	dorothea
NR4A1	MDM2	-1	dorothea
NR4A3	BAX	1	SIGNOR
NR4A3	BBC3	1	SIGNOR
NR4A3	BCL2	-1	SIGNOR
NR5A1	AMH	1	dorothea
NR5A1	AMHR2	1	dorothea
NR5A1	CYP11A1	1	dorothea
NR5A1	CYP11B1	1	dorothea
NR5A1	CYP11B2	-1	dorothea
NR5A1	CYP17A1	1	dorothea
NR5A1	CYP19A1	1	dorothea
NR5A1	CYP21A2	1	dorothea
NR5A1	HSD3B2	1	dorothea
NR5A1	LHB	-1	dorothea
NR5A1	MC2R	1	dorothea
NR5A1	NR0B1	1	dorothea
NR5A1	POU5F1	1	dorothea
NR5A1	SRY	1	dorothea
NR5A1	STAR	1	dorothea
NR5A2	CYP11B1	1	dorothea
NRF1	CAPNS1	1	dorothea
NRF1	FMR1	1	dorothea
NRF1	FXR2	1	dorothea
NRF1	PRDX5	1	dorothea
NRL	RHO	-1	dorothea
ONECUT2	SYTL4	-1	dorothea
OTX2	RBP3	1	dorothea
PATZ1	RNF4	-1	SIGNOR
PAWR	WT1	-1	SIGNOR
PAX1	MEOX1	1	SIGNOR
PAX1	MEOX2	1	SIGNOR
PAX2	TP53	-1	dorothea
PAX2	WT1	1	both
PAX3	BCL2L1	1	dorothea
PAX3	FGFR4	1	SIGNOR
PAX3	LEF1	1	SIGNOR
PAX3	MEOX1	1	SIGNOR
PAX3	MEOX2	1	SIGNOR
PAX3	MITF	1	dorothea
PAX3	TBX2	1	SIGNOR
PAX4	INS	-1	dorothea
PAX5	BCL2	-1	dorothea
PAX5	BLK	-1	dorothea
PAX5	CD19	1	dorothea
PAX5	CD79A	1	dorothea
PAX5	PRDM1	-1	dorothea
PAX5	XBP1	-1	dorothea
PAX6	MET	1	dorothea
PAX6	PCSK1	1	dorothea
PAX6	PDHX	-1	dorothea
PAX7	KMT2A	1	SIGNOR
PAX7	KMT2D	1	SIGNOR
PAX7	MYF5	1	SIGNOR
PAX8	E2F1	1	dorothea
PAX8	NCAM1	1	dorothea
PAX8	SLC5A5	1	both
PAX8	TG	-1	both
PAX8	TP53	-1	dorothea
PAX8	TPO	1	both
PAX8	TSHR	-1	dorothea
PAX8	WT1	1	dorothea
PBX1	CDH1	1	SIGNOR
PBX1	CDKN2A	1	SIGNOR
PBX1	FGF8	-1	SIGNOR
PBX1	HOXB1	1	SIGNOR
PBX1	MYOD1	1	SIGNOR
PBX1	NANOG	1	dorothea
PBX1	VCP	1	dorothea
PBX2	FGF8	-1	SIGNOR
PBX3	FGF8	-1	SIGNOR
PBX4	FGF8	-1	SIGNOR
PCSK6	INSR	1	SIGNOR
PCSK6	VWF	1	SIGNOR
PDX1	ADA	1	dorothea
PDX1	GCK	1	dorothea
PDX1	INS	1	both
PDX1	NKX6-1	1	SIGNOR
PDX1	SLC2A2	1	SIGNOR
PGR	BCL2	1	dorothea
PGR	CCND1	1	dorothea
PGR	CYP19A1	-1	dorothea
PGR	ESR1	-1	SIGNOR
PGR	HLTF	1	dorothea
PHB2	MEF2A	-1	SIGNOR
PHB2	MYOD1	-1	SIGNOR
PHF21A	KDM1A	-1	SIGNOR
PITX1	FSHB	1	dorothea
PITX1	POU1F1	1	SIGNOR
PITX1	PRL	1	dorothea
PITX2	FSHB	1	dorothea
PITX3	MTA1	1	SIGNOR
PKNOX1	HOXA1	1	SIGNOR
PKNOX1	HOXB1	1	SIGNOR
PKNOX1	PBX1	1	SIGNOR
PKNOX1	PTPN6	1	dorothea
PLAG1	ABCC6	1	dorothea
PLAGL1	ABCC6	1	dorothea
