source_genesymbol	target_genesymbol	regulation	source
ESR1	UGT2B15	1	dorothea
ESR1	VEGFA	1	dorothea
ESR1	ZFHX3	1	dorothea
ESR2	SERPINE1	-1	dorothea
ESR2	TFF1	1	dorothea
ESR2	TGFA	1	dorothea
ESRRA	CYP19A1	1	dorothea
ESRRA	NR2F6	-1	dorothea
ETS1	ABCB1	1	dorothea
ETS1	ANGPT2	1	dorothea
ETS1	ANPEP	1	dorothea
ETS1	ATP2A3	1	both
ETS1	BAX	-1	dorothea
ETS1	BMP4	1	dorothea
ETS1	CASP8	1	dorothea
ETS1	CCND1	1	dorothea
ETS1	CD3D	1	dorothea
ETS1	CD8A	1	dorothea
ETS1	CDK11A	1	dorothea
ETS1	CHUK	1	dorothea
ETS1	CIP2A	1	dorothea
ETS1	CSF2	1	dorothea
ETS1	CSF3R	1	dorothea
ETS1	CSNK2A1	1	dorothea
ETS1	ECE1	1	dorothea
ETS1	EGR1	1	dorothea
ETS1	ERG	1	dorothea
ETS1	FAS	1	dorothea
ETS1	FLI1	1	dorothea
ETS1	FLT1	1	dorothea
ETS1	FOS	1	both
ETS1	FOXD1	1	dorothea
ETS1	GFI1	-1	SIGNOR
ETS1	GP5	1	dorothea
ETS1	GP6	1	dorothea
ETS1	GP9	1	dorothea
ETS1	GRPR	1	dorothea
ETS1	IL2	-1	dorothea
ETS1	IL2RB	1	dorothea
ETS1	IL3	1	dorothea
ETS1	IL5	1	dorothea
ETS1	ITGA11	1	SIGNOR
ETS1	LCK	1	dorothea
ETS1	MCL1	1	dorothea
ETS1	MDM2	-1	dorothea
ETS1	MET	1	dorothea
ETS1	MGAT5	1	dorothea
ETS1	MMP1	1	dorothea
ETS1	MMP13	1	dorothea
ETS1	MMP9	1	dorothea
ETS1	MPL	1	dorothea
ETS1	MUC4	1	SIGNOR
ETS1	MYB	1	dorothea
ETS1	NDRG1	-1	dorothea
ETS1	PARP1	1	dorothea
ETS1	PF4	1	dorothea
ETS1	PRL	1	dorothea
ETS1	PSEN1	1	dorothea
ETS1	PTHLH	1	dorothea
ETS1	RAD51	1	dorothea
ETS1	RUNX1	1	dorothea
ETS1	SLC26A3	1	dorothea
ETS1	TBX22	1	SIGNOR
ETS1	TBXA2R	1	dorothea
ETS1	TBXAS1	-1	dorothea
ETS1	TERT	-1	dorothea
ETS1	TFAP2A	1	dorothea
ETS1	TGFBR2	1	dorothea
ETS1	TIMP1	-1	dorothea
ETS1	TNC	1	both
ETS1	TNFSF14	1	dorothea
ETS1	TRA	1	dorothea
ETS1	TRB	-1	dorothea
ETS1	VWF	1	dorothea
ETS1	WT1	1	dorothea
ETS1	ZNF175	1	dorothea
ETS2	ANGPT2	1	dorothea
ETS2	ANPEP	1	dorothea
ETS2	BGLAP	1	SIGNOR
ETS2	CGA	1	dorothea
ETS2	CHRNE	1	dorothea
ETS2	CSF2	1	dorothea
ETS2	CSF3R	1	dorothea
ETS2	ERG	1	dorothea
ETS2	FLI1	1	dorothea
ETS2	IBSP	1	SIGNOR
ETS2	ICAM1	1	dorothea
ETS2	IL5	1	dorothea
ETS2	MDM2	1	dorothea
ETS2	MMP9	1	dorothea
ETS2	MSR1	1	dorothea
ETS2	PSEN1	1	dorothea
ETS2	PTHLH	1	dorothea
ETS2	SPARC	1	SIGNOR
ETS2	SPP1	1	SIGNOR
ETV3	DDX20	-1	SIGNOR
ETV3	DUSP6	-1	SIGNOR
ETV3	NFKB1	-1	dorothea
ETV4	AGTR1	1	dorothea
ETV4	ERBB2	-1	dorothea
ETV4	ETS1	1	dorothea
ETV4	MMP7	1	dorothea
ETV4	MUC4	1	dorothea
ETV4	PTGS2	1	dorothea
ETV4	VIM	1	dorothea
EZH2	AR	1	SIGNOR
EZH2	HOXA10	-1	SIGNOR
EZH2	HOXA9	-1	SIGNOR
FBN1	EFEMP2	-1	SIGNOR
FBN1	FBLN5	-1	SIGNOR
FBN1	TGFB1	1	SIGNOR
FGD1	CDC42	1	SIGNOR
FIZ1	CRX	-1	SIGNOR
FIZ1	NRL	-1	SIGNOR
FLI1	ANKRD26	-1	SIGNOR
FLI1	ERG	1	dorothea
FLI1	EYA3	1	dorothea
FLI1	GATA1	1	both
FLI1	GP6	1	dorothea
FLI1	GP9	1	dorothea
FLI1	ID2	1	dorothea
FLI1	IGFBP3	-1	dorothea
FLI1	KLF1	-1	SIGNOR
FLI1	MPL	1	dorothea
FLI1	TERT	1	dorothea
FLI1	TGFBR2	1	dorothea
FOS	ACTA1	1	dorothea
FOS	CCND1	-1	dorothea
FOS	CLU	-1	dorothea
FOS	CREM	1	dorothea
FOS	CYP19A1	1	both
FOS	DDIT3	1	dorothea
FOS	ERCC4	1	dorothea
FOS	EZR	1	dorothea
FOS	FAS	1	dorothea
FOS	HSD3B2	1	SIGNOR
FOS	HSPH1	1	dorothea
FOS	JUN	1	SIGNOR
FOS	MMP1	1	dorothea
FOS	MMP9	1	dorothea
FOS	MYC	-1	dorothea
FOS	NEFL	1	dorothea
FOS	NFKB1	-1	dorothea
FOS	NOS2	1	dorothea
FOS	PDGFB	1	dorothea
FOS	PTGS2	1	dorothea
FOS	SMAD7	1	dorothea
FOS	SP3	1	dorothea
FOS	SRR	1	dorothea
FOS	STAR	1	both
FOS	VEGFA	1	dorothea
FOSL1	ITGB3	-1	dorothea
FOSL2	BCL6	1	dorothea
FOSL2	BRCA1	1	dorothea
FOSL2	CCR4	1	dorothea
FOSL2	FOSL1	1	both
FOSL2	MMP13	1	dorothea
FOSL2	NOS2	1	dorothea
FOSL2	UGT2B15	1	dorothea
FOXA1	ABCA1	-1	dorothea
FOXA1	APOB	1	dorothea
FOXA1	BCL2	-1	dorothea
FOXA1	CFTR	-1	dorothea
FOXA1	HSPA1A	1	dorothea
FOXA1	KRT7	1	dorothea
FOXA1	NF1	1	dorothea
FOXA1	NFIB	1	SIGNOR
FOXA1	NFIX	1	SIGNOR
FOXA1	RPRM	-1	dorothea
FOXA1	SFTPB	1	dorothea
FOXA1	UGT2B17	1	dorothea
FOXA2	APOA1	1	dorothea
FOXA2	CDH1	1	dorothea
FOXA2	CFTR	-1	dorothea
FOXA2	DLK1	1	SIGNOR
FOXA2	OTX2	-1	SIGNOR
FOXA2	PDX1	1	dorothea
FOXC1	RBPJ	1	SIGNOR
FOXD2	PRKAR1A	1	SIGNOR
FOXD3	ZNF175	-1	dorothea
FOXE1	TPO	1	SIGNOR
FOXF1	GH2	1	dorothea
FOXF2	IRF2BPL	1	SIGNOR
FOXF2	TBP	1	SIGNOR
FOXH1	SMAD2	1	SIGNOR
FOXJ1	CETN2	1	SIGNOR
FOXJ1	DNAH11	1	SIGNOR
FOXJ1	DNAI1	1	SIGNOR
FOXJ1	DNALI1	1	SIGNOR
FOXJ1	EFHC1	1	SIGNOR
FOXJ1	SPAG6	1	SIGNOR
FOXJ1	TEKT1	1	SIGNOR
FOXJ1	TEKT2	1	SIGNOR
FOXJ1	TUBA1A	1	SIGNOR
FOXJ3	MEF2C	1	SIGNOR
FOXL2	CYP19A1	-1	dorothea
FOXL2	SIRT1	1	dorothea
FOXM1	CCNB1	1	dorothea
FOXM1	CDC25B	1	dorothea
FOXM1	CDC6	1	dorothea
FOXM1	CYP7A1	1	dorothea
FOXM1	MYC	1	dorothea
FOXN3	PIM2	-1	SIGNOR
FOXO1	ABCB1	1	dorothea
FOXO1	AGRP	1	dorothea
FOXO1	CCNB1	-1	dorothea
FOXO1	CCNB2	-1	dorothea
FOXO1	CCND1	-1	dorothea
FOXO1	CCND2	-1	dorothea
FOXO1	CCNG2	1	dorothea
FOXO1	CDKN1A	1	dorothea
FOXO1	CDKN1B	1	dorothea
FOXO1	CDKN1C	1	dorothea
FOXO1	CDKN2B	1	dorothea
FOXO1	CDKN2D	1	dorothea
FOXO1	CNOT8	1	dorothea
FOXO1	CNR1	-1	dorothea
FOXO1	DAAM1	1	dorothea
FOXO1	DAPK1	1	dorothea
FOXO1	DUSP4	-1	dorothea
FOXO1	IDH1	1	SIGNOR
FOXO1	IGFBP1	1	dorothea
FOXO1	KLF2	1	dorothea
FOXO1	MCM5	-1	dorothea
FOXO1	PCK1	1	both
FOXO1	PDK4	1	dorothea
FOXO1	PRL	1	dorothea
FOXO1	RPS6KA3	1	dorothea
FOXO1	SMURF1	1	SIGNOR
FOXO1	STAT3	-1	SIGNOR
FOXO1	TCF4	-1	SIGNOR
FOXO1	TIMP3	-1	dorothea
FOXO1	TMEM47	1	dorothea
FOXO1	TNFSF10	1	dorothea
FOXO1	TXNIP	-1	dorothea
FOXO3	AR	1	dorothea
FOXO3	BCL2L11	1	dorothea
FOXO3	BCL6	1	dorothea
FOXO3	BNIP3L	1	dorothea
FOXO3	CBLB	1	dorothea
FOXO3	CCND1	-1	dorothea
FOXO3	CCND2	-1	dorothea
FOXO3	CCNG2	1	dorothea
FOXO3	CDKN1B	1	SIGNOR
FOXO3	CDKN2B	1	dorothea
FOXO3	CDKN2D	1	dorothea
FOXO3	CITED2	1	dorothea
FOXO3	FASLG	1	dorothea
FOXO3	FOXO1	1	dorothea
FOXO3	GADD45A	1	dorothea
FOXO3	GALT	1	dorothea
FOXO3	HBP1	1	dorothea
FOXO3	IDH1	1	SIGNOR
FOXO3	JAK1	1	dorothea
FOXO3	PINK1	1	dorothea
FOXO3	PLAU	-1	dorothea
FOXO3	RBL2	1	both
FOXO3	SIRT1	1	dorothea
FOXO3	SOD2	1	dorothea
FOXO3	STK11	-1	both
FOXO3	TNFSF10	1	dorothea
FOXO3	TSC1	1	SIGNOR
FOXO3	TSC22D3	1	SIGNOR
FOXO3	TXNIP	1	dorothea
FOXO4	BCL6	1	dorothea
FOXO4	IDH1	1	SIGNOR
FOXO4	PPARGC1A	1	dorothea
FOXO4	RBL2	1	dorothea
FOXO4	SOD2	1	dorothea
FOXO4	TNFSF10	1	dorothea
FOXO6	IDH1	1	SIGNOR
FOXP1	KLK3	-1	dorothea
FOXP2	AUTS2	1	SIGNOR
FOXP2	CNTNAP2	-1	dorothea
FOXP2	GRIN2B	1	SIGNOR
FOXP2	MET	-1	dorothea
FOXP2	PLAUR	1	dorothea
FOXP2	RELN	1	SIGNOR
FOXP3	CCR4	1	dorothea
FOXP3	IL2	-1	dorothea
FOXP3	IL2RA	1	dorothea
FOXQ1	MYLK	-1	SIGNOR
FOXS1	FASLG	-1	SIGNOR
FOXS1	FOXO3	-1	SIGNOR
FOXS1	FOXO4	-1	SIGNOR
GABPA	TOMM70	1	dorothea
GABPB1	HCFC1	-1	SIGNOR
GATA1	AGGF1	1	dorothea
GATA1	ALAS2	1	dorothea
GATA1	CYBB	1	both
GATA1	EPO	1	dorothea
GATA1	GP6	1	dorothea
GATA1	HEMGN	-1	dorothea
GATA1	PF4	1	dorothea
GATA1	RUNX1	1	SIGNOR
GATA1	SPI1	-1	SIGNOR
GATA1	TBXA2R	1	dorothea
GATA1	WT1	1	dorothea
GATA1	ZFPM1	1	SIGNOR
GATA2	ADH1A	1	dorothea
GATA2	AMOTL1	1	dorothea
GATA2	APEX1	-1	dorothea
GATA2	AR	1	dorothea
GATA2	ARRDC4	1	dorothea
GATA2	CCM2	-1	dorothea
GATA2	CCRL2	1	dorothea
GATA2	CTSH	1	dorothea
GATA2	CYBB	-1	both
GATA2	EFCAB2	-1	dorothea
GATA2	EPO	-1	dorothea
GATA2	ETV2	1	SIGNOR
GATA2	FCER1A	1	dorothea
GATA2	FDPS	1	dorothea
GATA2	FOXO3	1	dorothea
GATA2	GATA1	1	dorothea
GATA2	GPR146	1	dorothea
GATA2	GULP1	-1	dorothea
GATA2	HMGB1	1	dorothea
GATA2	HTR5A	1	dorothea
GATA2	ICAM4	1	dorothea
GATA2	LYL1	1	dorothea
GATA2	MS4A2	1	dorothea
GATA2	MYC	1	dorothea
GATA2	NOS3	1	dorothea
GATA2	PLSCR2	1	dorothea
GATA2	PNPLA8	-1	dorothea
GATA2	PPARG	-1	both
GATA2	PPP1R15A	1	dorothea
GATA2	PSD4	1	dorothea
GATA2	SGK1	-1	dorothea
GATA2	SPI1	-1	SIGNOR
GATA2	TGFB2	-1	dorothea
GATA2	TNFAIP8L1	1	dorothea
GATA2	TRH	1	SIGNOR
GATA2	TSHB	1	SIGNOR
GATA2	VWA5A	1	dorothea
GATA2	WT1	1	dorothea
GATA3	CD40LG	1	dorothea
GATA3	CD8A	1	dorothea
GATA3	CDH1	1	dorothea
GATA3	CDX2	1	dorothea
GATA3	CEBPA	-1	SIGNOR
GATA3	CEBPB	-1	SIGNOR
GATA3	EPO	-1	dorothea
GATA3	ERG	1	dorothea
GATA3	FOXC1	-1	dorothea
GATA3	IL12RB2	-1	dorothea
GATA3	IL5	1	dorothea
GATA3	TEK	1	dorothea
GATA3	ZEB1	1	dorothea
GATA4	ADA	1	dorothea
GATA4	CTNNA3	1	SIGNOR
GATA4	CYP17A1	1	dorothea
GATA4	ERBB2	-1	dorothea
GATA4	IL5	1	dorothea
GATA4	NOS3	1	dorothea
GATA4	NPPA	1	dorothea
GATA6	CYP17A1	1	dorothea
GCM2	PTH	1	dorothea
GFI1	BAX	-1	dorothea
GFI1	ETS1	-1	SIGNOR
GFI1	SPI1	-1	SIGNOR
GFI1B	MEF2C	-1	dorothea
GLI1	BCL2	1	dorothea
GLI1	CCND2	1	dorothea
GLI1	EGR2	-1	dorothea
GLI1	IGFBP6	1	dorothea
GLI1	PTCH1	1	dorothea
GLI1	SFRP1	1	dorothea
GLI1	SLIT2	-1	dorothea
GLI2	BCL2	1	dorothea
GLI2	CCND1	1	dorothea
GLI2	COL5A2	1	dorothea
GLI2	EFEMP1	-1	dorothea
GLI2	FAS	-1	dorothea
GLI2	FGF13	1	dorothea
GLI2	FOXE1	1	dorothea
GLI2	FST	1	dorothea
GLI2	GLI1	1	dorothea
GLI2	IFNGR1	-1	dorothea
GLI2	LUM	-1	dorothea
GLI2	PCNA	1	dorothea
GLI2	PTCH1	1	dorothea
GLI2	UGCG	-1	dorothea
GLI2	WNT2B	1	dorothea
GLI3	MED12	-1	SIGNOR
GLI3	PTCH1	1	both
GLI3	PTCH2	1	dorothea
GRM6	GNAS	1	SIGNOR
GSC	EPHA7	-1	SIGNOR
GTF2F2	GTF2F1	1	SIGNOR
GTF2F2	POLR2E	1	SIGNOR
GTF2H2	ESR1	1	SIGNOR
HBP1	MIF	-1	dorothea
HBP1	NCF1	-1	both
HBP1	RUNX1	1	dorothea
HES1	ASCL1	-1	dorothea
HES1	DBF4	1	dorothea
HES1	E2F1	-1	dorothea
HES1	FLT3	-1	SIGNOR
HES1	MYOD1	-1	SIGNOR
HES1	NOC3L	-1	SIGNOR
HES1	NR3C1	-1	SIGNOR
HES1	PPARG	-1	SIGNOR
HES1	PTGDS	-1	dorothea
HES1	RCAN1	-1	SIGNOR
HEY1	KDR	-1	dorothea
HEY2	ACTA2	-1	dorothea
HEY2	GATA6	-1	dorothea
HHEX	HNF4A	1	dorothea
HIC1	ACKR3	-1	dorothea
HIC1	E2F1	-1	dorothea
HIC1	EPHA2	-1	dorothea
HIC1	SIRT1	-1	dorothea
HIC1	STAT3	-1	SIGNOR
HIC1	VLDLR	-1	dorothea
HIF1A	ADM	1	dorothea
HIF1A	ALAS2	1	dorothea
HIF1A	ALDOA	1	dorothea
HIF1A	ANGPT2	1	dorothea
HIF1A	APH1A	1	dorothea
HIF1A	BAX	1	dorothea
HIF1A	BNIP3	1	dorothea
HIF1A	CA9	1	dorothea
HIF1A	CCL2	1	both
HIF1A	CCN2	1	dorothea
HIF1A	CCND1	-1	dorothea
HIF1A	CXCR4	1	dorothea
HIF1A	E2F3	1	dorothea
HIF1A	EDN1	1	dorothea
HIF1A	EDNRB	1	dorothea
HIF1A	ENO1	1	dorothea
HIF1A	EPO	1	both
HIF1A	FAM162A	1	both
HIF1A	FGF2	1	dorothea
HIF1A	GAPDH	1	dorothea
HIF1A	HSP90B1	1	dorothea
HIF1A	ID2	1	dorothea
HIF1A	IL1B	1	both
HIF1A	ITGB2	1	dorothea
HIF1A	KLK3	1	dorothea
HIF1A	LDHA	1	dorothea
HIF1A	LEP	1	dorothea
HIF1A	MET	1	dorothea
HIF1A	MIF	1	dorothea
HIF1A	NR4A1	1	dorothea
HIF1A	NT5E	1	dorothea
HIF1A	PDK1	1	SIGNOR
HIF1A	PFKL	1	dorothea
HIF1A	PGK1	1	dorothea
HIF1A	RORA	1	dorothea
HIF1A	SERPINE1	1	dorothea
HIF1A	SLC2A1	1	dorothea
HIF1A	SOCS1	1	dorothea
HIF1A	STC2	1	both
HIF1A	TERT	1	dorothea
HIF1A	TFRC	1	dorothea
HIF1A	TGFB3	1	dorothea
HIF1A	TIMP1	1	dorothea
HIF1A	TM9SF4	-1	SIGNOR
HIF1A	TP53	1	dorothea
HIF1A	TWIST1	1	dorothea
HIF1A	VEGFA	1	both
HIF1A	ZNF217	1	dorothea
HIF3A	EPAS1	-1	SIGNOR
HIF3A	HIF1A	-1	SIGNOR
HIVEP2	SSTR2	1	SIGNOR
HLF	DBP	1	dorothea
HLF	RUNX1	-1	dorothea
HLX	CCNB1	1	SIGNOR
HLX	CDKN1C	1	SIGNOR
HLX	EGR1	-1	SIGNOR
HLX	ELK1	1	SIGNOR
HLX	JUN	1	SIGNOR
HMBOX1	IFNG	-1	SIGNOR
HMGA1	CDC25A	1	dorothea
HMGA1	POU3F1	1	SIGNOR
HMGA2	E4F1	-1	SIGNOR
HMGB1	AGER	1	SIGNOR
HMGB1	HOXB1	1	SIGNOR
HMGB1	HOXB3	1	SIGNOR
HMGB1	HOXC6	1	SIGNOR
HMGB1	HOXD10	1	SIGNOR
HMGB1	HOXD11	1	SIGNOR
HMGB1	HOXD3	1	SIGNOR
HMGB1	HOXD9	1	SIGNOR
HMGB1	TLR4	1	SIGNOR
HMGB2	POU2F1	1	SIGNOR
HMGB2	POU2F2	1	SIGNOR
HMGB2	POU3F1	1	SIGNOR
HNF1A	AKR1C4	1	dorothea
HNF1A	ALB	1	dorothea
HNF1A	APOH	1	dorothea
HNF1A	CDH17	1	both
HNF1A	CYP3A4	1	dorothea
HNF1A	CYP7A1	1	dorothea
HNF1A	FGL1	1	dorothea
HNF1A	G6PC1	1	dorothea
HNF1A	IGF1	1	both
HNF1A	IGFBP1	1	dorothea
HNF1A	INS	1	dorothea
HNF1A	MIA2	1	dorothea
HNF1A	PDX1	1	dorothea
HNF1A	PROC	-1	dorothea
HNF1A	SLC22A10	1	dorothea
HNF1A	SLC22A9	1	dorothea
HNF1A	SLC2A2	1	dorothea
HNF1A	UGT1A1	1	dorothea
HNF1A	UGT1A10	1	both
HNF1A	UGT1A6	1	dorothea
HNF1A	UGT1A8	1	both
HNF1A	UGT1A9	1	both
HNF1A	UGT2B17	1	dorothea
HNF1A	UGT2B7	1	dorothea
HNF1B	ATF1	1	SIGNOR
HNF1B	CREB1	1	SIGNOR
HNF4A	ABCG5	-1	dorothea
HNF4A	ABCG8	-1	dorothea
HNF4A	AFP	1	dorothea
HNF4A	AKR1C4	1	dorothea
HNF4A	ALDOB	1	dorothea
HNF4A	APOA1	1	dorothea
HNF4A	APOA4	1	dorothea
HNF4A	APOB	1	dorothea
HNF4A	APOC3	1	dorothea
HNF4A	C1QTNF5	1	dorothea
HNF4A	CEACAM1	1	dorothea
HNF4A	CYP2C8	1	dorothea
HNF4A	CYP2C9	1	dorothea
HNF4A	CYP2D6	1	dorothea
HNF4A	CYP3A4	1	dorothea
HNF4A	CYP7A1	-1	dorothea
HNF4A	CYP8B1	1	dorothea
HNF4A	EBP	1	dorothea
HNF4A	F10	1	dorothea
HNF4A	F2	1	dorothea
HNF4A	FABP2	1	dorothea
HNF4A	G6PC1	1	dorothea
HNF4A	GFER	-1	dorothea
HNF4A	GH1	-1	dorothea
HNF4A	LDLR	1	dorothea
HNF4A	MYC	1	dorothea
HNF4A	NPC1L1	1	dorothea
HNF4A	NR1I2	1	dorothea
HNF4A	PCSK9	1	dorothea
HNF4A	RNASE2	1	dorothea
HNF4A	SERPINC1	1	dorothea
HNF4A	SHBG	1	dorothea
HNF4G	AKR1C4	1	dorothea
HNF4G	CYP2D6	1	dorothea
HNF4G	HAS2	1	SIGNOR
HOXA10	EMX2	-1	dorothea
HOXA10	IGFBP1	1	dorothea
HOXA10	MYLK	1	SIGNOR
HOXA10	PHGDH	-1	dorothea
HOXA11	HOXA10	-1	dorothea
HOXA11	PRL	1	SIGNOR
HOXA13	EPHA7	1	SIGNOR
HOXA5	PGR	1	dorothea
HOXA5	PTN	1	dorothea
HOXA9	MEIS1	1	SIGNOR
HOXA9	PIM1	1	SIGNOR
HOXB1	OTX2	1	SIGNOR
HOXB13	TCF4	-1	dorothea
HOXB2	OTX2	1	SIGNOR
HOXB3	OTX2	1	both
HOXB4	IGFBP1	1	SIGNOR
HOXB6	HBA1	-1	SIGNOR
HOXB6	HBG1	-1	SIGNOR
HOXB7	FGF2	1	both
HOXB7	PRKDC	1	SIGNOR
HOXB8	ACTA2	-1	SIGNOR
HOXB8	MYLK	-1	SIGNOR
HOXB8	PBX1	1	SIGNOR
HOXB8	PBX3	1	SIGNOR
HOXB8	TAGLN	-1	SIGNOR
HOXC10	LAMB2	1	SIGNOR
HOXC11	S100B	1	SIGNOR
HOXC13	LAMB2	1	SIGNOR
HOXC6	S100B	1	SIGNOR
HOXD1	ITGB1	1	SIGNOR
HOXD10	MEIS1	1	SIGNOR
HOXD11	MEIS1	1	SIGNOR
HOXD12	MAF	-1	SIGNOR
HOXD12	MAFB	-1	SIGNOR
HOXD12	MAFF	-1	SIGNOR
HOXD12	MAFG	-1	SIGNOR
HOXD12	MAFK	-1	SIGNOR
HOXD12	MEIS1	1	SIGNOR
HOXD13	MEIS1	1	SIGNOR
HOXD3	ITGA5	1	both
HOXD9	MEIS1	1	SIGNOR
HSF1	BAG3	-1	dorothea
HSF1	HSPA4	1	dorothea
HSF1	NAT1	1	dorothea
HSF2	HSPA4	1	dorothea
HSF2	MAP2K4	-1	dorothea
HSF2	MAPK8	-1	dorothea
ID1	AKT1	1	SIGNOR
ID1	MYOD1	-1	SIGNOR
ID1	TCF12	-1	SIGNOR
ID1	TCF4	-1	SIGNOR
ID2	MYOD1	-1	SIGNOR
ID2	TCF12	-1	SIGNOR
ID3	TCF12	-1	SIGNOR
ID3	TCF3	-1	SIGNOR
ID3	TCF4	-1	SIGNOR
IRF1	CASP7	1	dorothea
IRF1	CD40	1	dorothea
IRF1	CDK2	-1	dorothea
IRF1	CEACAM1	1	dorothea
IRF1	CIITA	1	dorothea
IRF1	CXCL10	1	dorothea
IRF1	CYBB	1	dorothea
IRF1	DDX58	1	dorothea
IRF1	DST	-1	both
IRF1	EIF2AK2	1	dorothea
IRF1	FOXP3	-1	dorothea
IRF1	HLA-A	1	dorothea
IRF1	IFIT3	1	dorothea
IRF1	IFNA1	1	dorothea
IRF1	IFNB1	1	dorothea
IRF1	IL10	1	dorothea
IRF1	IL27	1	dorothea
IRF1	IRF2	1	dorothea
IRF1	IRF8	1	SIGNOR
IRF1	PSMB9	1	dorothea
IRF1	SOCS1	1	dorothea
IRF1	TAP1	1	dorothea
IRF1	TNFSF10	1	dorothea
IRF2	CIITA	1	dorothea
IRF2	TAP1	1	dorothea
IRF3	CXCL10	1	dorothea
IRF3	IFNA1	1	dorothea
IRF3	IFNB1	1	both
IRF3	IL6	1	SIGNOR
IRF3	PURA	-1	dorothea
IRF4	CD68	-1	dorothea
IRF4	FCER2	1	dorothea
IRF4	IRF5	-1	SIGNOR
IRF7	CXCL10	1	dorothea
IRF7	IFNA1	1	dorothea
IRF7	IFNA2	1	dorothea
IRF7	IFNB1	1	dorothea
IRF8	CD68	-1	dorothea
IRF8	CYBB	1	dorothea
IRF8	NCF2	1	dorothea
IRF8	NF1	1	dorothea
IRF8	TLR3	-1	dorothea
IRF9	IFIT3	1	dorothea
IRF9	IFNAR2	1	SIGNOR
IRF9	IL27	-1	dorothea
IRF9	PML	1	dorothea
IRX3	GJA1	-1	SIGNOR
IRX5	KCND2	-1	SIGNOR
JAZF1	NR2C2	-1	SIGNOR
JDP2	ATF2	-1	SIGNOR
JDP2	JUN	-1	SIGNOR
JUN	ABCB1	1	dorothea
JUN	ACTA1	1	dorothea
JUN	ATF3	1	dorothea
JUN	BDKRB1	1	dorothea
JUN	BRCA1	1	dorothea
JUN	CCL2	1	dorothea
JUN	CCL4	1	dorothea
JUN	CCL5	1	dorothea
JUN	CCND1	1	dorothea
JUN	CD82	1	dorothea
JUN	CDKN1A	-1	dorothea
JUN	CHGA	1	dorothea
JUN	CREM	1	dorothea
JUN	CSF2	1	dorothea
JUN	CTSL	1	dorothea
JUN	CXCL8	1	dorothea
JUN	CYP19A1	-1	dorothea
JUN	DDIT3	1	dorothea
JUN	EDN1	1	dorothea
JUN	EGFR	1	dorothea
JUN	ETS1	1	dorothea
JUN	EZR	1	dorothea
JUN	FAS	1	dorothea
JUN	FOSL1	1	both
JUN	GJA1	1	dorothea
JUN	GNRHR	1	dorothea
JUN	HEY1	1	dorothea
JUN	IFNG	1	dorothea
JUN	IL12B	1	dorothea
JUN	IL2	-1	dorothea
JUN	IL5RA	1	dorothea
JUN	IL6	1	dorothea
JUN	ITGAX	1	dorothea
JUN	IVL	1	dorothea
JUN	KRT16	1	dorothea
JUN	LBP	-1	dorothea
JUN	MAT2A	1	dorothea
JUN	MMP1	1	dorothea
JUN	MMP13	1	dorothea
JUN	MMP2	1	dorothea
JUN	MMP3	1	dorothea
JUN	MMP7	1	dorothea
JUN	MMP9	1	dorothea
JUN	MYB	1	dorothea
JUN	NOS2	1	dorothea
JUN	NOX5	1	dorothea
JUN	NQO1	-1	dorothea
JUN	PENK	1	dorothea
JUN	PGR	-1	dorothea
JUN	PLAT	1	dorothea
JUN	PLAUR	1	dorothea
JUN	PPARD	1	dorothea
JUN	PTGS2	1	dorothea
JUN	PTN	1	dorothea
JUN	PTX3	1	dorothea
JUN	RARB	1	dorothea
JUN	REN	1	dorothea
JUN	RHOB	1	dorothea
JUN	SMAD4	1	SIGNOR
JUN	SMAD7	1	dorothea
JUN	SPI1	1	both
JUN	SPP1	1	dorothea
JUN	SPRR1A	1	dorothea
JUN	SPRR1B	1	dorothea
JUN	STMN1	1	dorothea
JUN	TCF4	1	SIGNOR
JUN	TFPI2	1	dorothea
JUN	TGFB1	1	both
JUN	TNC	1	dorothea
JUN	TNF	1	dorothea
JUN	TNFAIP6	1	SIGNOR
JUN	TP53	-1	dorothea
JUN	UGT2B15	1	dorothea
JUN	VCAM1	1	dorothea
JUN	VDR	1	dorothea
JUN	VEGFA	-1	dorothea
JUN	VIM	1	dorothea
JUNB	EGFR	1	dorothea
JUNB	PTGS2	1	dorothea
JUND	CCR4	1	dorothea
JUND	FOSL1	1	both
JUND	GADD45A	1	dorothea
JUND	IL6	1	dorothea
JUND	ITGAV	-1	dorothea
JUND	ITGB3	-1	dorothea
JUND	MMP13	1	dorothea
JUND	MYB	1	dorothea
JUND	NOS2	1	dorothea
JUND	SOX4	1	dorothea
JUND	TGFB1	1	dorothea
KAT5	CHKA	1	SIGNOR
KAT5	H4-16	1	SIGNOR
KAT5	MYOD1	1	SIGNOR
KAT5	NOTCH1	-1	SIGNOR
KAT5	SRSF2	-1	SIGNOR
KLF1	CDKN2C	1	SIGNOR
KLF1	FLI1	-1	SIGNOR
KLF1	KLF8	1	SIGNOR
KLF10	CDKN1A	1	dorothea
KLF10	SIN3A	1	SIGNOR
KLF10	TGFBI	1	SIGNOR
KLF11	INS	1	dorothea
KLF11	SIN3A	1	SIGNOR
KLF13	SIN3A	1	SIGNOR
KLF14	SPHK1	1	SIGNOR
KLF15	LRP5	1	dorothea
KLF16	SIN3A	1	SIGNOR
KLF2	NOS3	1	dorothea
