source_genesymbol	target_genesymbol	regulation	source
FOXO1	PCK1	1	SIGNOR
FOXO3	RBL2	1	SIGNOR
FOXO3	STK11	-1	SIGNOR
FOXO3	TSC22D3	1	SIGNOR
GATA1	CYBB	1	SIGNOR
GATA2	CYBB	-1	SIGNOR
GATA2	PPARG	-1	SIGNOR
GATA2	TSHB	1	SIGNOR
ZFPM1	GATA2	-1	SIGNOR
GLI3	PTCH1	1	SIGNOR
HBP1	NCF1	-1	SIGNOR
RUNX1	HHEX	1	SIGNOR
HIF1A	CCL2	1	SIGNOR
HIF1A	EPO	1	SIGNOR
HIF1A	FAM162A	1	SIGNOR
HIF1A	IL1B	1	SIGNOR
HIF1A	STC2	1	SIGNOR
HIF1A	VEGFA	1	SIGNOR
HIF3A	EPAS1	-1	SIGNOR
HIF3A	HIF1A	-1	SIGNOR
HNF1A	CDH17	1	SIGNOR
HNF1A	IGF1	1	SIGNOR
HNF1A	UGT1A10	1	SIGNOR
HNF1A	UGT1A8	1	SIGNOR
HNF1A	UGT1A9	1	SIGNOR
NR3C1	HNF4A	1	SIGNOR
HOXA11	PRL	1	SIGNOR
HOXB1	OTX2	1	SIGNOR
HOXB2	OTX2	1	SIGNOR
HOXB3	OTX2	1	SIGNOR
HOXB7	FGF2	1	SIGNOR
HOXC11	S100B	1	SIGNOR
HOXD1	ITGB1	1	SIGNOR
HOXD3	ITGA5	1	SIGNOR
IRF1	DST	-1	SIGNOR
IRF3	IFNB1	1	SIGNOR
JUN	FOSL1	1	SIGNOR
NR3C1	JUN	-1	SIGNOR
JUN	TGFB1	1	SIGNOR
JUN	TNFAIP6	1	SIGNOR
JUND	FOSL1	1	SIGNOR
LHX4	POU1F1	1	SIGNOR
MITF	BCL2	1	SIGNOR
MYB	GSTM1	1	SIGNOR
MYC	CCND1	-1	SIGNOR
MYC	CCND2	1	SIGNOR
MYC	CDC25A	1	SIGNOR
MYC	CDK4	1	SIGNOR
MYC	CDKN1A	-1	SIGNOR
MYC	CDKN2A	-1	SIGNOR
MYC	ENO1	1	SIGNOR
MYC	MYCBP2	-1	SIGNOR
MYC	PFKM	1	SIGNOR
MYC	PPAT	1	SIGNOR
MYC	PRPS2	1	SIGNOR
RUNX1	MYC	-1	SIGNOR
MYC	SHMT1	1	SIGNOR
MYC	SLC2A1	1	SIGNOR
SMAD3	MYC	-1	SIGNOR
TCF4	MYC	1	SIGNOR
MYC	TYMS	1	SIGNOR
MYOD1	DES	-1	SIGNOR
MYOD1	MYOG	1	SIGNOR
SALL4	NANOG	1	SIGNOR
NFE2L2	CAT	1	SIGNOR
NFE2L2	GCLC	1	SIGNOR
NFE2L2	GSTA1	1	SIGNOR
NFE2L2	HMOX1	1	SIGNOR
NFE2L2	NQO1	1	SIGNOR
NFE2L2	SOD1	1	SIGNOR
NFE2L2	SOD2	1	SIGNOR
NFE2L2	TBXAS1	1	SIGNOR
NFIL3	IL3	1	SIGNOR
NFKB1	KLK3	1	SIGNOR
NR3C1	NFKB1	-1	SIGNOR
NR2C2	LHCGR	1	SIGNOR
NR2E3	ESR1	1	SIGNOR
NR2F1	LHCGR	-1	SIGNOR
NR2F6	LHCGR	-1	SIGNOR
NR3C1	ATP1B1	-1	SIGNOR
NR3C1	FOXO3	1	SIGNOR
NR3C1	KLF9	1	SIGNOR
PAX2	WT1	1	SIGNOR
PAX8	SLC5A5	1	SIGNOR
PAX8	TG	-1	SIGNOR
PAX8	TPO	1	SIGNOR
PDX1	INS	1	SIGNOR
POU1F1	TSHB	1	SIGNOR
POU3F2	MITF	1	SIGNOR
HES1	PPARG	-1	SIGNOR
NCOR2	PPARG	-1	SIGNOR
PPARG	PPARGC1A	1	SIGNOR
PPARG	UCP1	1	SIGNOR
PRDM1	MYC	-1	SIGNOR
RARA	CCNA1	-1	SIGNOR
RBPJ	CDKN1A	1	SIGNOR
RBPJ	HES1	1	SIGNOR
RELA	IL1B	-1	SIGNOR
RELA	IL6	1	SIGNOR
RFX5	HLA-DRA	1	SIGNOR
RORC	IL17A	1	SIGNOR
RUNX1	CCL3	1	SIGNOR
SMAD4	MYC	-1	SIGNOR
SOX4	DICER1	1	SIGNOR
SP1	CHGA	1	SIGNOR
SP1	HGF	1	SIGNOR
SP1	KLK3	1	SIGNOR
SP1	MET	1	SIGNOR
SP1	PCYT1A	1	SIGNOR
SP1	SLC5A8	1	SIGNOR
SP1	TGFB1	1	SIGNOR
SP1	TNC	1	SIGNOR
SP3	HGF	1	SIGNOR
SP3	KLK3	1	SIGNOR
SREBF1	FASN	1	SIGNOR
SREBF1	IDH1	1	SIGNOR
SREBF1	PCSK9	1	SIGNOR
SREBF2	HMGCR	1	SIGNOR
SREBF2	LDLR	1	SIGNOR
SREBF2	PCSK9	1	SIGNOR
SREBF2	PON1	1	SIGNOR
SREBF2	SQLE	1	SIGNOR
STAT1	CIITA	1	SIGNOR
STAT1	MUC4	1	SIGNOR
STAT1	NOS2	1	SIGNOR
STAT1	SOCS3	1	SIGNOR
STAT3	CD274	1	SIGNOR
STAT3	HGF	1	SIGNOR
STAT3	SOCS3	1	SIGNOR
STAT3	VEGFA	1	SIGNOR
STAT5A	BCL2L1	1	SIGNOR
STAT5A	CISH	1	SIGNOR
STAT5A	IGF1	1	SIGNOR
STAT5A	PIM1	1	SIGNOR
STAT5A	RAD51	1	SIGNOR
STAT6	SOCS1	1	SIGNOR
TBX2	CDKN1A	-1	SIGNOR
TBX2	CDKN2A	-1	SIGNOR
TBX21	IFNG	1	SIGNOR
TOX2	TBX21	1	SIGNOR
TBX3	CDKN1A	-1	SIGNOR
TBX3	CDKN2A	-1	SIGNOR
TFAP2A	ADM	1	SIGNOR
TFAP2A	CRYAB	1	SIGNOR
TFAP2B	CRYAB	1	SIGNOR
TP53	AIFM2	1	SIGNOR
TP53	ANKRD11	1	SIGNOR
TP53	BAX	1	SIGNOR
TP53	BID	1	SIGNOR
TP53	CDKN1A	1	SIGNOR
TP53	CRYAB	1	SIGNOR
TP53	FAS	1	SIGNOR
TP53	KDM4B	1	SIGNOR
TP53	MLH1	1	SIGNOR
TP53	OGG1	1	SIGNOR
TP53	PMS2	1	SIGNOR
TP53	SIAH1	1	SIGNOR
TP53	SLC2A1	-1	SIGNOR
TP53	TIGAR	1	SIGNOR
TP53	VCAN	1	SIGNOR
TP63	PLEC	1	SIGNOR
TP63	SUN1	1	SIGNOR
WT1	DNMT3A	1	SIGNOR
WT1	NPHS1	1	SIGNOR
WT1	PODXL	1	SIGNOR
WT1	SOD1	1	SIGNOR
ZNF267	MMP10	-1	SIGNOR
FOXA2	DLK1	1	SIGNOR
NR3C1	IRAK3	1	SIGNOR
HES1	NR3C1	-1	SIGNOR
TCF7L1	NANOG	-1	SIGNOR
CEBPB	GOT1	1	SIGNOR
NFATC1	PTGS2	1	SIGNOR
AR	SCN9A	1	SIGNOR
TBR1	AUTS2	1	SIGNOR
HIF1A	TM9SF4	-1	SIGNOR
SOHLH1	KIT	1	SIGNOR
SOHLH1	ZP3	1	SIGNOR
SOHLH1	ZP1	1	SIGNOR
SOHLH1	LHX8	1	SIGNOR
TSHZ3	CASP4	-1	SIGNOR
HMBOX1	IFNG	-1	SIGNOR
CASZ1	EGFL7	1	SIGNOR
ATOH7	POU4F2	1	SIGNOR
LMX1A	CUX2	1	SIGNOR
DOT1L	MYCBP2	-1	SIGNOR
DOT1L	HECTD4	-1	SIGNOR
ZNF384	MMP1	1	SIGNOR
NR4A3	BAX	1	SIGNOR
RORB	ARNTL	1	SIGNOR
RORB	OPN1MW	1	SIGNOR
NEUROG1	NEUROD2	1	SIGNOR
FOXJ1	DNALI1	1	SIGNOR
FOXJ1	SPAG6	1	SIGNOR
FOXJ1	CETN2	1	SIGNOR
FOXJ1	EFHC1	1	SIGNOR
FOXJ1	TUBA1A	1	SIGNOR
FOXJ1	TEKT1	1	SIGNOR
FOXJ1	DNAH11	1	SIGNOR
FOXJ1	DNAI1	1	SIGNOR
FOXJ1	TEKT2	1	SIGNOR
DACH2	MYOG	-1	SIGNOR
NPAS1	TH	-1	SIGNOR
PBX4	FGF8	-1	SIGNOR
FOXQ1	MYLK	-1	SIGNOR
TP63	SYNE3	1	SIGNOR
NANOG	DNMT1	1	SIGNOR
ZBTB20	AFP	-1	SIGNOR
ZBTB20	NFKBIA	-1	SIGNOR
ZNF304	CDKN2B	-1	SIGNOR
ZNF304	CDKN2A	-1	SIGNOR
SOHLH2	KIT	1	SIGNOR
HOXC10	LAMB2	1	SIGNOR
SALL4	CECR2	1	SIGNOR
LEF1	FST	1	SIGNOR
TBX21	IL2	-1	SIGNOR
MYT1L	YAP1	-1	SIGNOR
MYT1L	HES1	-1	SIGNOR
FOXJ3	MEF2C	1	SIGNOR
DMTF1	THBS1	1	SIGNOR
DMTF1	AREG	1	SIGNOR
DMTF1	JUNB	1	SIGNOR
TBX22	MSX2	-1	SIGNOR
TBX22	DLX5	-1	SIGNOR
CAMTA1	NPPA	1	SIGNOR
LHX3	CGA	1	SIGNOR
MKX	SCX	1	SIGNOR
MKX	SOX5	1	SIGNOR
MKX	RUNX2	1	SIGNOR
NR2F1	PCDH19	1	SIGNOR
PBX1	CDKN2A	1	SIGNOR
MEIS2	CDKN2A	1	SIGNOR
PBX1	CDH1	1	SIGNOR
MEIS2	CDH1	1	SIGNOR
GATA2	TRH	1	SIGNOR
NKX2-1	TPO	1	SIGNOR
TP53	GMPS	-1	SIGNOR
MYC	IMPDH2	1	SIGNOR
MYC	IMPDH1	1	SIGNOR
MYC	SHMT2	1	SIGNOR
MYC	DHODH	1	SIGNOR
HIF1A	PDK1	1	SIGNOR
TP53	AIFM1	1	SIGNOR
TP53	SCO2	1	SIGNOR
TP53	SLC2A4	-1	SIGNOR
TP53	HK2	-1	SIGNOR
SREBF2	IDH1	1	SIGNOR
SREBF1	PKM	1	SIGNOR
FOS	HSD3B2	1	SIGNOR
ZFX	FBP1	-1	SIGNOR
ZEB1	FBP1	-1	SIGNOR
TP53	NOXA1	1	SIGNOR
KLF1	CDKN2C	1	SIGNOR
KLF14	SPHK1	1	SIGNOR
KLF2	RELN	1	SIGNOR
ZNF91	FCGR3B	-1	SIGNOR
NKX2-3	MADCAM1	1	SIGNOR
NKRF	IFNB1	-1	SIGNOR
BACH1	GAPDH	1	SIGNOR
BACH1	HK2	1	SIGNOR
MEF2C	MYF6	1	SIGNOR
POU5F1	AKT1	-1	SIGNOR
ERG	WNT3A	1	SIGNOR
NR4A3	BBC3	1	SIGNOR
ETS1	TBX22	1	SIGNOR
FOXN3	PIM2	-1	SIGNOR
FOXS1	FOXO3	-1	SIGNOR
TP53	ZDHHC5	1	SIGNOR
POU2F1	MYH10	1	SIGNOR
MYOD1	SP1	-1	SIGNOR
MYOD1	ITGA7	1	SIGNOR
MYOD1	PJA1	1	SIGNOR
HOXB4	IGFBP1	1	SIGNOR
CEBPB	SREBF1	1	SIGNOR
WT1	AREG	1	SIGNOR
USF1	ADAM10	1	SIGNOR
MYF6	DES	1	SIGNOR
PAX7	MYF5	1	SIGNOR
MYOD1	CCND3	1	SIGNOR
MYOD1	RB1	1	SIGNOR
MYOG	ITGA7	1	SIGNOR
NFATC1	IL4	1	SIGNOR
MECP2	BDNF	-1	SIGNOR
MECP2	GRIA2	-1	SIGNOR
MECP2	NOTCH1	-1	SIGNOR
PDX1	SLC2A2	1	SIGNOR
FOXO4	IDH1	1	SIGNOR
E2F1	USP37	1	SIGNOR
POU5F1	DNMT1	1	SIGNOR
MEF2A	MYH1	1	SIGNOR
MEF2A	MYF6	1	SIGNOR
MEF2C	MYH1	1	SIGNOR
SREBF2	SND1	1	SIGNOR
NFIA	MYOD1	1	SIGNOR
NFIA	MYOG	1	SIGNOR
TP53	NR4A3	1	SIGNOR
NFATC2	FST	1	SIGNOR
NFATC2	PTGS2	1	SIGNOR
ZNF76	TCP1	1	SIGNOR
ZNF143	TCP1	1	SIGNOR
NFX1	HLA-DRA	-1	SIGNOR
TCF20	MMP3	1	SIGNOR
NKX6-3	GKN1	1	SIGNOR
FOXO6	IDH1	1	SIGNOR
ARNTL	VWF	-1	SIGNOR
YY2	FOS	1	SIGNOR
YY2	TP53	1	SIGNOR
FOXP2	RELN	1	SIGNOR
FOXP2	GRIN2B	1	SIGNOR
FOXP2	AUTS2	1	SIGNOR
FOXO3	IDH1	1	SIGNOR
FOXO3	CDKN1B	1	SIGNOR
FOXO3	TSC1	1	SIGNOR
FOXS1	FASLG	-1	SIGNOR
FOXS1	FOXO4	-1	SIGNOR
FOXD2	PRKAR1A	1	SIGNOR
MITF	TPSAB1	1	SIGNOR
NCOR1	PPARG	-1	SIGNOR
KLF8	HBB	-1	SIGNOR
NFATC1	IL6	1	SIGNOR
NFATC1	PLAUR	1	SIGNOR
NFATC1	GPC6	1	SIGNOR
SNAI1	PXDN	-1	SIGNOR
ZBED1	RPS12	1	SIGNOR
ZBED1	RPS10	1	SIGNOR
ZBED1	RPS6	1	SIGNOR
MYC	HK2	1	SIGNOR
MYC	MYCT1	1	SIGNOR
MYC	CUL1	1	SIGNOR
MYC	HECTD4	-1	SIGNOR
NR3C1	G6PC1	1	SIGNOR
NR3C1	CEBPD	1	SIGNOR
NR3C1	KLF5	1	SIGNOR
NR3C1	NCOA1	1	SIGNOR
SP1	CACNA1G	1	SIGNOR
SP1	CD34	1	SIGNOR
SP1	GGH	1	SIGNOR
HOXC6	S100B	1	SIGNOR
AR	UBE2C	1	SIGNOR
EGR2	CEBPB	1	SIGNOR
ERG	CLDN5	1	SIGNOR
ERG	WNT1	1	SIGNOR
MYF5	DES	1	SIGNOR
POU2F1	MYH1	1	SIGNOR
POU2F1	MYH2	1	SIGNOR
ETS2	BGLAP	1	SIGNOR
ETS2	SPARC	1	SIGNOR
ETS2	IBSP	1	SIGNOR
MYOD1	VEGFA	1	SIGNOR
MYOD1	CDKN1A	-1	SIGNOR
MYOG	MYF6	1	SIGNOR
MYOG	CDKN1A	-1	SIGNOR
TCF4	SSTR2	1	SIGNOR
CREB1	PPARGC1A	1	SIGNOR
HOXB8	ACTA2	-1	SIGNOR
HOXB8	TAGLN	-1	SIGNOR
HOXB8	MYLK	-1	SIGNOR
HOXB6	HBG1	-1	SIGNOR
HOXB6	HBA1	-1	SIGNOR
TAL1	FUBP1	1	SIGNOR
CEBPB	C3	1	SIGNOR
ATF4	CASP1_NLRP1_PYCARD	1	SIGNOR
WT1	REN	-1	SIGNOR
EN2	FGF8	-1	SIGNOR
NFKB1	BMP4	-1	SIGNOR
PAX3	FGFR4	1	SIGNOR
PAX3	TBX2	1	SIGNOR
YY1	ATP6V1A	1	SIGNOR
ELK4	INSIG2	1	SIGNOR
MZF1	PRKCA	1	SIGNOR
HOXA10	MYLK	1	SIGNOR
HIVEP2	SSTR2	1	SIGNOR
HOXD3	ITGA5_ITGB1	1	SIGNOR
HOXA9	PIM1	1	SIGNOR
HOXA13	EPHA7	1	SIGNOR
HOXC13	LAMB2	1	SIGNOR
RORA	NTRK2	1	SIGNOR
RORA	SHH	1	SIGNOR
RORA	PCP4	1	SIGNOR
RORA	SLC1A6	1	SIGNOR
RORA	ITPR1	1	SIGNOR
RORA	PCP2	1	SIGNOR
RORA	NLGN1	1	SIGNOR
DDIT3	PPP1R15A	1	SIGNOR
SREBF1	SND1	-1	SIGNOR
CUX1	PIK3IP1	-1	SIGNOR
PBX1	FGF8	-1	SIGNOR
PBX2	FGF8	-1	SIGNOR
PBX3	FGF8	-1	SIGNOR
STAT3	POMC	1	SIGNOR
STAT3	GAP43	1	SIGNOR
ETV3	DUSP6	-1	SIGNOR
ETV3	DDX20	-1	SIGNOR
STAT5A	PIM2	1	SIGNOR
STAT6	KLF4	1	SIGNOR
STAT5A	SOCS2	1	SIGNOR
STAT5A	SOCS3	1	SIGNOR
STAT5A	IRF5	1	SIGNOR
STAT5A	DNMT3A	1	SIGNOR
GATA4	CTNNA3	1	SIGNOR
SOX9	CEBPD	-1	SIGNOR
ZNF165	SMAD7	-1	SIGNOR
ZNF165	PMEPA1	-1	SIGNOR
ZNF165	SMURF2	-1	SIGNOR
LHX2	CGA	1	SIGNOR
MXI1	CCNB1	-1	SIGNOR
MECP2	SGK1	-1	SIGNOR
MECP2	DLL1	-1	SIGNOR
MECP2	CRH	-1	SIGNOR
MECP2	PTPN1	-1	SIGNOR
MECP2	GRIN2B	-1	SIGNOR
MECP2	FKBP5	-1	SIGNOR
MECP2	RBFOX1	-1	SIGNOR
ZNF140	FCGR3B	-1	SIGNOR
PDX1	NKX6-1	1	SIGNOR
LBX1	SNAI1	1	SIGNOR
LBX1	ZEB1	1	SIGNOR
DLX5	SPP1	1	SIGNOR
GSC	EPHA7	-1	SIGNOR
KLF3	KLF8	-1	SIGNOR
IRX5	KCND2	-1	SIGNOR
IRX3	GJA1	-1	SIGNOR
RUNX1	ANKRD26	-1	SIGNOR
MYT1	YAP1	-1	SIGNOR
FLI1	ANKRD26	-1	SIGNOR
MEF2A	MYH10	1	SIGNOR
MEF2A	MYH2	1	SIGNOR
SP2	PCYT1A	-1	SIGNOR
SP3	PCYT1A	1	SIGNOR
RELA	MET	1	SIGNOR
RELA	BMP4	-1	SIGNOR
EMX1	NRP1	1	SIGNOR
ZBTB16	RSAD2	1	SIGNOR
EN1	FGF8	-1	SIGNOR
MEF2C	MYH10	1	SIGNOR
MEF2C	CTNNA3	1	SIGNOR
MEF2C	MYH2	1	SIGNOR
FOXO1	IDH1	1	SIGNOR
FOXO1	SMURF1	1	SIGNOR
FOXF2	IRF2BPL	1	SIGNOR
NFATC3	IL6	1	SIGNOR
NFATC3	PTGS2	1	SIGNOR
NFATC3	GPC6	1	SIGNOR
NFX1	TERT	-1	SIGNOR
KLF10	TGFBI	1	SIGNOR
KLF1	KLF8	1	SIGNOR
NFATC2	IL6	1	SIGNOR
NFATC2	GPC6	1	SIGNOR
RUNX2	SPP1	1	SIGNOR
VEZF1	EDN1	1	SIGNOR
VEZF1	CITED2	-1	SIGNOR
HES1	MYOD1	-1	SIGNOR
HES1	FLT3	-1	SIGNOR
HES1	RCAN1	-1	SIGNOR
HES1	NOC3L	-1	SIGNOR
HNF4G	HAS2	1	SIGNOR
IRF3	IL6	1	SIGNOR
HLX	JUN	1	SIGNOR
HLX	CCNB1	1	SIGNOR
HLX	ELK1	1	SIGNOR
HLX	CDKN1C	1	SIGNOR
MEF2D	MYH1	1	SIGNOR
MEF2D	DES	1	SIGNOR
MEF2D	MYF6	1	SIGNOR
MEF2D	MYH10	1	SIGNOR
MEF2D	MYH2	1	SIGNOR
NFATC4	PTGS2	1	SIGNOR
NFATC4	GPC6	1	SIGNOR
POU4F3	LHX3	1	SIGNOR
E2F5	CBX5	-1	SIGNOR
SIX1	EZR	1	SIGNOR
EZH2	HOXA10	-1	SIGNOR
EZH2	HOXA9	-1	SIGNOR
NFE2L2	PXDN	1	SIGNOR
